cust_id,gender,age,work_yn
C14194,2,65,1
C14195,2,51,1
C14196,2,48,1
C14197,2,31,1
C14198,1,74,1
C14199,2,86,0
C14200,2,29,0
C14201,1,76,0
C14202,2,63,1
C14203,2,55,1
C14204,2,81,0
C14205,1,49,1
C14206,2,26,0
C14207,2,64,1
C14208,2,23,0
C14209,2,32,0
C14210,2,62,1
C14211,1,70,1
C14212,1,25,0
C14213,1,23,0
C14214,2,33,1
C14215,2,27,0
C14216,1,40,1
C14217,2,35,1
C14218,2,59,1
C14219,2,58,0
C14220,2,43,1
C14221,1,26,0
C14222,1,60,1
C14223,1,38,1
C14224,2,56,1
C14225,2,66,0
C14226,1,23,0
C14227,2,55,0
C14228,1,47,1
C14229,1,55,1
C14230,2,24,0
C14231,2,44,1
C14232,2,26,0
C14233,2,20,0
C14234,2,87,0
C14235,1,53,1
C14236,1,58,1
C14237,2,42,1
C14238,2,83,1
C14239,2,48,1
C14240,2,39,1
C14241,1,40,1
C14242,2,29,0
C14243,2,47,0
C14244,2,38,1
C14245,1,53,1
C14246,2,30,0
C14247,1,48,1
C14248,2,73,0
C14249,1,38,1
C14250,1,26,0
C14251,2,33,0
C14252,2,44,0
C14253,2,71,1
C14254,2,25,0
C14255,1,35,1
C14256,2,81,0
C14257,2,30,0
C14258,2,88,0
C14259,1,35,1
C14260,1,43,1
C14261,2,29,0
C14262,2,89,0
C14263,1,61,1
C14264,2,37,1
C14265,1,53,1
C14266,1,46,1
C14267,2,24,0
C14268,1,71,1
C14269,1,57,1
C14270,2,72,1
C14271,1,33,1
C14272,2,46,1
C14273,1,48,1
C14274,2,32,1
C14275,1,65,1
C14276,2,49,1
C14277,1,62,0
C14278,1,58,1
C14279,2,31,1
C14280,2,50,1
C14281,2,47,0
C14282,2,53,1
C14283,1,69,0
C14284,2,49,0
C14285,2,55,1
C14286,1,26,1
C14287,1,45,1
C14288,1,52,1
C14289,2,56,0
C14290,2,34,1
C14291,2,47,1
C14292,2,45,1
C14293,1,52,1
C14294,1,34,1
C14295,2,70,1
C14296,1,59,1
C14297,1,22,0
C14298,1,71,1
C14299,1,58,1
C14300,2,34,0
C14301,1,72,0
C14302,1,36,1
C14303,1,52,1
C14304,2,38,1
C14305,1,59,1
C14306,1,41,1
C14307,1,26,0
C14308,2,62,1
C14309,2,40,1
C14310,1,37,1
C14311,1,52,1
C14312,1,24,0
C14313,2,56,0
C14314,2,64,0
C14315,2,51,1
C14316,2,73,0
C14317,1,47,1
C14318,1,61,1
C14319,2,63,1
C14320,1,62,1
C14321,1,32,0
C14322,1,42,1
C14323,1,53,1
C14324,1,81,0
C14325,1,45,1
C14326,2,37,1
C14327,1,71,0
C14328,1,58,1
C14329,2,36,1
C14330,2,42,1
C14331,1,55,1
C14332,2,44,1
C14333,1,59,1
C14334,1,37,0
C14335,2,38,1
C14336,2,63,1
C14337,2,53,1
C14338,2,58,1
C14339,1,42,1
C14340,1,24,0
C14341,1,43,1
C14342,2,21,0
C14343,2,23,0
C14344,2,56,1
C14345,1,40,1
C14346,1,60,1
C14347,2,61,1
C14348,2,82,1
C14349,2,39,1
C14350,1,77,0
C14351,2,22,0
C14352,1,31,1
C14353,2,35,0
C14354,2,53,1
C14355,2,31,0
C14356,2,33,1
C14357,1,53,1
C14358,2,28,1
C14359,2,84,1
C14360,2,28,0
C14361,1,80,1
C14362,1,48,1
C14363,2,33,0
C14364,1,58,1
C14365,2,28,0
C14366,2,38,0
C14367,2,21,0
C14368,1,25,0
C14369,1,24,0
C14370,1,58,1
C14371,1,56,1
C14372,2,36,1
C14373,2,47,1
C14374,2,64,0
C14375,2,28,0
C14376,2,34,1
C14377,1,51,0
C14378,2,38,1
C14379,1,37,1
C14380,1,66,1
C14381,2,73,0
C14382,1,72,1
C14383,2,22,0
C14384,1,63,1
C14385,1,53,1
C14386,1,43,1
C14387,1,55,1
C14388,2,78,0
C14389,2,32,0
C14390,2,47,1
C14391,2,73,0
C14392,2,89,0
C14393,2,23,0
C14394,2,32,0
C14395,1,73,0
C14396,2,45,0
C14397,2,84,0
C14398,1,63,1
C14399,1,77,0
C14400,1,37,1
C14401,1,44,1
C14402,1,59,1
C14403,2,79,1
C14404,2,55,1
C14405,1,51,1
C14406,2,35,0
C14407,2,53,0
C14408,2,31,0
C14409,1,67,0
C14410,1,63,0
C14411,1,29,0
C14412,2,43,1
C14413,2,37,1
C14414,1,25,0
C14415,2,26,0
C14416,2,49,1
C14417,1,50,0
C14418,1,50,1
C14419,2,22,0
C14420,2,75,1
C14421,1,24,0
C14422,2,63,1
C14423,2,47,1
C14424,2,77,1
C14425,1,51,1
C14426,1,24,0
C14427,2,58,1
C14428,1,56,1
C14429,1,36,1
C14430,1,80,0
C14431,1,41,1
C14432,2,22,0
C14433,2,62,1
C14434,2,29,0
C14435,2,51,1
C14436,1,22,0
C14437,2,35,1
C14438,1,43,1
C14439,1,77,0
C14440,2,57,1
C14441,2,59,1
C14442,2,27,0
C14443,1,53,1
C14444,1,50,1
C14445,2,87,0
C14446,2,60,1
C14447,2,68,0
C14448,1,45,1
C14449,2,31,0
C14450,2,51,1
C14451,1,36,0
C14452,1,56,1
C14453,1,74,1
C14454,2,39,1
C14455,1,36,0
C14456,1,44,1
C14457,2,61,0
C14458,1,49,1
C14459,1,36,1
C14460,2,77,0
C14461,2,64,1
C14462,1,21,0
C14463,1,81,0
C14464,1,41,1
C14465,2,36,0
C14466,1,56,1
C14467,2,50,1
C14468,2,67,1
C14469,1,35,1
C14470,1,63,1
C14471,2,74,0
C14472,1,56,1
C14473,2,66,0
C14474,2,44,1
C14475,1,21,0
C14476,2,65,1
C14477,1,34,1
C14478,1,23,0
C14479,1,62,1
C14480,1,36,1
C14481,2,73,0
C14482,1,58,1
C14483,2,63,1
C14484,1,41,1
C14485,2,52,1
C14486,1,46,1
C14487,2,43,1
C14488,1,32,1
C14489,2,49,0
C14490,1,52,1
C14491,2,42,0
C14492,1,33,0
C14493,2,39,1
C14494,1,23,0
C14495,1,59,1
C14496,2,39,1
C14497,1,37,1
C14498,2,68,1
C14499,2,24,0
C14500,1,48,1
C14501,2,45,1
C14502,1,29,0
C14503,2,39,1
C14504,2,30,0
C14505,2,26,0
C14506,1,49,1
C14507,1,50,1
C14508,2,52,1
C14509,2,79,1
C14510,1,21,1
C14511,2,25,0
C14512,2,48,1
C14513,2,23,0
C14514,2,39,1
C14515,2,64,1
C14516,2,23,0
C14517,1,43,1
C14518,2,58,1
C14519,1,28,0
C14520,2,75,0
C14521,2,24,0
C14522,2,78,1
C14523,1,56,1
C14524,1,72,0
C14525,2,26,0
C14526,2,80,0
C14527,2,44,1
C14528,2,77,1
C14529,2,51,1
C14530,2,34,0
C14531,1,23,1
C14532,2,22,0
C14533,2,47,0
C14534,2,57,0
C14535,1,32,1
C14536,1,40,0
C14537,2,62,1
C14538,2,52,1
C14539,2,64,1
C14540,1,60,1
C14541,2,54,1
C14542,1,54,1
C14543,2,45,1
C14544,1,45,1
C14545,2,30,0
C14546,1,59,0
C14547,2,48,1
C14548,2,61,1
C14549,2,56,1
C14550,2,50,0
C14551,2,81,0
C14552,1,48,1
C14553,2,65,1
C14554,2,25,0
C14555,2,24,0
C14556,2,76,0
C14557,2,66,1
C14558,2,88,0
C14559,2,55,1
C14560,1,61,1
C14561,2,36,0
C14562,2,46,1
C14563,1,42,1
C14564,2,38,0
C14565,2,45,0
C14566,1,74,0
C14567,2,52,1
C14568,1,47,1
C14569,2,55,1
C14570,1,45,1
C14571,1,54,1
C14572,2,25,0
C14573,2,27,0
C14574,2,37,1
C14575,1,30,0
C14576,2,49,0
C14577,2,56,1
C14578,2,70,0
C14579,1,57,0
C14580,2,41,0
C14581,1,37,1
C14582,1,54,1
C14583,1,29,0
C14584,1,57,1
C14585,2,39,1
C14586,1,62,1
C14587,2,69,1
C14588,1,39,1
C14589,1,24,0
C14590,1,32,0
C14591,1,45,1
C14592,2,22,0
C14593,1,59,1
C14594,1,47,1
C14595,2,23,0
C14596,2,67,0
C14597,1,38,1
C14598,2,42,1
C14599,1,28,0
C14600,2,66,0
C14601,1,50,1
C14602,2,37,1
C14603,2,82,0
C14604,2,86,0
C14605,1,36,1
C14606,2,63,1
C14607,2,67,0
C14608,1,77,0
C14609,2,70,1
C14610,2,33,1
C14611,1,33,0
C14612,2,30,1
C14613,1,39,1
C14614,2,36,1
C14615,2,32,0
C14616,2,30,0
C14617,2,43,1
C14618,1,25,0
C14619,1,45,1
C14620,2,46,1
C14621,1,49,1
C14622,1,33,1
C14623,2,46,1
C14624,2,32,1
C14625,1,42,1
C14626,2,73,0
C14627,1,51,1
C14628,2,44,0
C14629,1,45,1
C14630,2,20,0
C14631,2,58,0
C14632,2,79,1
C14633,2,56,1
C14634,2,48,1
C14635,1,28,0
C14636,1,42,1
C14637,2,31,0
C14638,1,27,0
C14639,2,48,1
C14640,2,75,0
C14641,1,49,1
C14642,2,50,1
C14643,1,74,0
C14644,2,62,1
C14645,1,21,0
C14646,1,36,1
C14647,2,54,1
C14648,2,38,1
C14649,2,35,1
C14650,2,47,0
C14651,2,54,1
C14652,1,62,1
C14653,2,27,0
C14654,2,76,0
C14655,1,52,1
C14656,1,62,1
C14657,2,78,1
C14658,2,41,0
C14659,1,46,1
C14660,2,39,0
C14661,2,59,1
C14662,2,37,1
C14663,2,44,1
C14664,1,54,1
C14665,1,46,1
C14666,2,45,1
C14667,2,45,1
C14668,2,47,1
C14669,2,77,0
C14670,2,21,0
C14671,2,77,1
C14672,1,75,0
C14673,1,58,1
C14674,2,50,1
C14675,2,69,0
C14676,1,81,1
C14677,1,52,1
C14678,1,33,1
C14679,1,23,0
C14680,2,63,1
C14681,2,56,1
C14682,2,68,0
C14683,1,69,0
C14684,2,39,0
C14685,1,32,0
C14686,2,65,1
C14687,2,35,0
C14688,2,23,0
C14689,1,43,1
C14690,1,29,1
C14691,2,54,1
C14692,2,63,1
C14693,1,39,1
C14694,1,57,1
C14695,1,26,0
C14696,1,42,1
C14697,2,52,1
C14698,2,35,1
C14699,2,58,1
C14700,2,32,0
C14701,1,35,1
C14702,2,48,1
C14703,1,57,0
C14704,2,39,1
C14705,2,25,0
C14706,1,28,0
C14707,2,43,0
C14708,2,44,1
C14709,1,89,0
C14710,1,55,1
C14711,1,84,1
C14712,1,45,1
C14713,1,62,1
C14714,2,22,0
C14715,2,77,1
C14716,2,88,0
C14717,2,48,0
C14718,2,46,0
C14719,2,83,1
C14720,2,30,0
C14721,1,66,0
C14722,2,48,1
C14723,1,58,1
C14724,2,57,1
C14725,1,58,1
C14726,1,61,1
C14727,2,71,1
C14728,2,58,1
C14729,1,22,0
C14730,1,53,1
C14731,2,55,1
C14732,2,46,1
C14733,1,58,1
C14734,2,32,1
C14735,2,63,0
C14736,2,62,1
C14737,2,63,0
C14738,2,59,1
C14739,1,38,1
C14740,1,21,1
C14741,2,41,1
C14742,2,27,0
C14743,2,44,1
C14744,2,63,1
C14745,1,63,1
C14746,2,41,0
C14747,2,39,1
C14748,2,84,0
C14749,1,23,0
C14750,1,70,0
C14751,2,53,1
C14752,1,78,0
C14753,1,43,1
C14754,1,69,0
C14755,2,88,1
C14756,1,22,0
C14757,2,39,0
C14758,2,73,0
C14759,1,84,1
C14760,2,63,1
C14761,1,40,1
C14762,2,61,1
C14763,2,51,1
C14764,2,45,0
C14765,1,74,0
C14766,1,43,1
C14767,1,60,0
C14768,1,32,1
C14769,2,23,0
C14770,2,54,0
C14771,2,59,1
C14772,1,60,1
C14773,2,64,1
C14774,1,47,1
C14775,2,22,0
C14776,1,34,1
C14777,2,78,0
C14778,1,46,1
C14779,1,46,1
C14780,2,30,1
C14781,2,61,1
C14782,2,40,1
C14783,2,83,0
C14784,1,43,0
C14785,2,65,1
C14786,1,24,0
C14787,1,45,1
C14788,2,33,0
C14789,1,48,1
C14790,1,23,0
C14791,1,59,1
C14792,1,38,1
C14793,1,63,1
C14794,2,84,1
C14795,2,45,1
C14796,1,51,1
C14797,2,42,0
C14798,1,31,1
C14799,2,62,1
C14800,1,21,0
C14801,1,63,1
C14802,1,38,1
C14803,2,59,1
C14804,2,27,1
C14805,1,58,1
C14806,2,66,0
C14807,2,57,0
C14808,2,24,0
C14809,2,32,1
C14810,1,39,1
C14811,2,59,0
C14812,2,48,1
C14813,2,31,0
C14814,2,23,0
C14815,1,52,1
C14816,2,37,0
C14817,1,56,1
C14818,2,49,0
C14819,1,79,0
C14820,2,39,1
C14821,2,33,0
C14822,1,27,0
C14823,2,69,1
C14824,2,69,1
C14825,1,21,0
C14826,1,55,1
C14827,1,55,1
C14828,2,56,0
C14829,1,44,1
C14830,1,27,0
C14831,1,40,1
C14832,1,32,0
C14833,2,45,0
C14834,1,64,1
C14835,2,36,1
C14836,1,72,0
C14837,1,26,0
C14838,2,46,1
C14839,2,58,0
C14840,1,61,1
C14841,2,38,1
C14842,2,46,1
C14843,2,39,1
C14844,1,50,1
C14845,1,21,0
C14846,1,27,0
C14847,2,54,1
C14848,2,57,0
C14849,1,79,1
C14850,2,36,1
C14851,2,65,1
C14852,1,48,1
C14853,1,72,1
C14854,1,45,1
C14855,1,59,1
C14856,2,66,0
C14857,1,41,1
C14858,2,51,1
C14859,2,35,1
C14860,1,54,1
C14861,2,36,1
C14862,1,52,1
C14863,1,73,0
C14864,1,25,0
C14865,1,72,1
C14866,2,53,0
C14867,2,74,0
C14868,1,51,0
C14869,1,62,1
C14870,1,65,1
C14871,2,70,0
C14872,1,36,1
C14873,2,57,1
C14874,1,38,1
C14875,2,27,0
C14876,2,53,1
C14877,1,50,1
C14878,1,61,1
C14879,2,31,0
C14880,1,46,1
C14881,1,47,1
C14882,2,61,1
C14883,1,46,1
C14884,1,21,0
C14885,1,62,1
C14886,2,45,1
C14887,1,53,1
C14888,2,28,0
C14889,2,28,0
C14890,2,56,1
C14891,2,35,0
C14892,2,34,1
C14893,1,57,1
C14894,2,62,1
C14895,1,33,0
C14896,2,65,1
C14897,2,78,0
C14898,1,44,1
C14899,2,26,0
C14900,1,51,1
C14901,1,66,0
C14902,1,33,0
C14903,2,67,0
C14904,2,48,1
C14905,2,63,1
C14906,2,51,1
C14907,2,38,0
C14908,2,35,1
C14909,1,48,1
C14910,2,48,1
C14911,1,54,1
C14912,2,25,0
C14913,2,57,0
C14914,2,35,0
C14915,2,36,1
C14916,2,24,0
C14917,2,34,1
C14918,1,48,1
C14919,2,76,1
C14920,2,48,1
C14921,2,86,0
C14922,1,52,1
C14923,2,54,1
C14924,2,35,1
C14925,2,63,1
C14926,2,48,1
C14927,1,83,1
C14928,2,28,1
C14929,2,54,0
C14930,1,60,1
C14931,2,53,1
C14932,1,48,1
C14933,1,72,1
C14934,2,56,1
C14935,2,72,0
C14936,2,31,0
C14937,2,85,0
C14938,2,62,1
C14939,1,29,0
C14940,1,47,0
C14941,1,34,1
C14942,2,68,0
C14943,1,21,0
C14944,1,22,0
C14945,2,56,1
C14946,1,50,0
C14947,1,39,1
C14948,1,36,1
C14949,2,35,1
C14950,2,54,1
C14951,2,73,0
C14952,1,33,1
C14953,2,59,1
C14954,2,45,0
C14955,2,66,0
C14956,1,27,0
C14957,1,47,1
C14958,2,81,0
C14959,1,54,1
C14960,2,63,1
C14961,1,49,0
C14962,2,64,0
C14963,1,58,0
C14964,1,37,0
C14965,2,54,1
C14966,1,43,1
C14967,2,35,1
C14968,2,21,0
C14969,1,64,1
C14970,1,30,0
C14971,1,45,1
C14972,1,44,1
C14973,2,69,0
C14974,1,38,1
C14975,1,23,0
C14976,2,25,0
C14977,1,20,0
C14978,1,61,1
C14979,2,26,0
C14980,1,41,1
C14981,1,51,1
C14982,1,49,1
C14983,1,31,1
C14984,2,66,0
C14985,1,31,1
C14986,2,31,1
C14987,2,27,0
C14988,2,88,1
C14989,1,21,1
C14990,2,78,1
C14991,2,37,1
C14992,1,68,1
C14993,2,44,1
C14994,1,20,0
C14995,2,66,0
C14996,2,22,0
C14997,1,43,1
C14998,2,57,0
C14999,2,27,0
C15000,1,64,1
C15001,1,24,0
C15002,2,42,1
C15003,1,56,1
C15004,1,30,0
C15005,1,56,1
C15006,1,57,0
C15007,1,57,1
C15008,1,51,1
C15009,2,46,1
C15010,2,30,0
C15011,2,46,1
C15012,2,48,0
C15013,2,37,1
C15014,2,60,0
C15015,1,43,1
C15016,2,61,1
C15017,2,65,1
C15018,1,33,1
C15019,1,53,0
C15020,2,64,1
C15021,1,58,1
C15022,2,54,0
C15023,2,25,1
C15024,2,47,1
C15025,1,28,0
C15026,2,33,0
C15027,2,62,0
C15028,2,73,1
C15029,2,57,0
C15030,2,51,1
C15031,1,59,1
C15032,2,58,1
C15033,2,76,0
C15034,1,69,1
C15035,2,23,0
C15036,2,20,0
C15037,2,23,0
C15038,2,41,0
C15039,1,53,0
C15040,2,87,0
C15041,1,55,1
C15042,1,39,1
C15043,2,41,0
C15044,2,67,0
C15045,1,38,1
C15046,2,65,1
C15047,1,45,1
C15048,2,68,0
C15049,1,45,1
C15050,2,22,0
C15051,1,35,1
C15052,1,50,1
C15053,2,57,1
C15054,2,21,0
C15055,2,35,1
C15056,1,63,0
C15057,2,39,1
C15058,1,35,1
C15059,2,84,1
C15060,2,26,0
C15061,1,51,1
C15062,1,22,0
C15063,2,60,1
C15064,1,65,1
C15065,1,33,1
C15066,1,69,1
C15067,2,23,0
C15068,2,82,0
C15069,1,75,1
C15070,2,63,0
C15071,2,54,1
C15072,1,31,0
C15073,2,79,0
C15074,1,59,1
C15075,1,54,1
C15076,2,24,0
C15077,2,51,1
C15078,2,28,0
C15079,2,41,1
C15080,1,74,0
C15081,1,63,1
C15082,1,29,0
C15083,2,51,1
C15084,1,72,0
C15085,1,57,0
C15086,2,23,0
C15087,1,30,0
C15088,2,37,1
C15089,1,44,1
C15090,1,32,1
C15091,2,45,1
C15092,2,49,1
C15093,1,61,0
C15094,1,49,1
C15095,1,27,0
C15096,2,41,1
C15097,1,41,1
C15098,2,57,1
C15099,2,30,0
C15100,1,31,0
C15101,2,47,1
C15102,2,39,1
C15103,1,37,1
C15104,2,43,1
C15105,2,74,0
C15106,1,33,0
C15107,1,56,1
C15108,2,58,0
C15109,1,42,1
C15110,2,22,0
C15111,1,45,1
C15112,2,45,1
C15113,1,51,1
C15114,1,28,0
C15115,1,47,0
C15116,2,30,0
C15117,2,61,1
C15118,2,29,0
C15119,1,46,1
C15120,1,45,1
C15121,2,73,0
C15122,1,23,1
C15123,2,36,1
C15124,1,73,0
C15125,1,45,0
C15126,2,83,1
C15127,2,50,0
C15128,1,62,1
C15129,2,54,1
C15130,1,30,0
C15131,2,82,0
C15132,2,50,1
C15133,1,49,1
C15134,2,31,0
C15135,2,40,1
C15136,2,64,1
C15137,2,45,1
C15138,1,55,1
C15139,1,34,1
C15140,2,63,1
C15141,2,68,0
C15142,2,89,0
C15143,2,24,0
C15144,2,59,1
C15145,1,62,1
C15146,2,75,1
C15147,2,42,0
C15148,2,40,1
C15149,2,73,1
C15150,1,44,0
C15151,1,48,1
C15152,1,23,0
C15153,1,38,1
C15154,2,52,1
C15155,2,24,1
C15156,1,34,1
C15157,2,64,1
C15158,1,68,0
C15159,1,26,0
C15160,1,49,1
C15161,1,37,1
C15162,2,29,0
C15163,2,51,1
C15164,1,29,0
C15165,2,53,0
C15166,2,28,0
C15167,1,71,0
C15168,2,58,0
C15169,1,42,0
C15170,1,52,0
C15171,2,27,0
C15172,2,71,1
C15173,1,25,0
C15174,2,45,1
C15175,2,34,1
C15176,1,22,0
C15177,2,46,1
C15178,2,68,1
C15179,1,33,1
C15180,1,58,1
C15181,2,43,1
C15182,1,21,0
C15183,2,66,0
C15184,1,58,1
C15185,2,51,1
C15186,1,50,1
C15187,2,23,0
C15188,2,30,1
C15189,2,23,0
C15190,2,69,0
C15191,1,40,0
C15192,2,55,1
C15193,2,58,1
C15194,2,65,1
C15195,1,44,0
C15196,2,49,1
C15197,2,77,0
C15198,2,41,0
C15199,1,81,1
C15200,1,34,1
C15201,1,38,1
C15202,2,71,0
C15203,2,47,1
C15204,1,50,1
C15205,1,67,1
C15206,1,56,1
C15207,1,42,1
C15208,1,44,0
C15209,2,60,0
C15210,1,28,0
C15211,1,60,1
C15212,2,29,0
C15213,2,26,0
C15214,2,67,0
C15215,2,42,0
C15216,2,37,1
C15217,2,46,0
C15218,1,32,1
C15219,1,58,1
C15220,2,44,0
C15221,1,47,1
C15222,2,43,1
C15223,1,40,1
C15224,1,21,0
C15225,1,34,1
C15226,1,65,1
C15227,2,44,0
C15228,1,45,1
C15229,1,55,1
C15230,2,48,0
C15231,2,64,1
C15232,2,67,1
C15233,1,87,0
C15234,1,75,0
C15235,2,86,0
C15236,1,60,1
C15237,1,48,1
C15238,1,29,0
C15239,1,59,1
C15240,2,56,1
C15241,2,59,0
C15242,2,43,1
C15243,2,60,1
C15244,2,89,1
C15245,1,38,1
C15246,2,21,0
C15247,2,25,0
C15248,2,62,1
C15249,1,34,1
C15250,1,42,1
C15251,1,67,1
C15252,1,68,1
C15253,1,49,1
C15254,1,39,1
C15255,2,74,0
C15256,1,46,0
C15257,2,31,0
C15258,2,51,1
C15259,1,33,1
C15260,2,76,0
C15261,1,46,1
C15262,2,40,1
C15263,2,24,0
C15264,1,65,1
C15265,1,66,1
C15266,2,53,0
C15267,2,64,1
C15268,2,40,1
C15269,1,53,1
C15270,2,45,1
C15271,2,42,0
C15272,2,21,0
C15273,1,20,0
C15274,1,23,0
C15275,1,55,1
C15276,1,54,1
C15277,1,78,1
C15278,1,26,0
C15279,2,30,0
C15280,2,56,1
C15281,2,29,0
C15282,1,32,0
C15283,2,83,1
C15284,1,56,1
C15285,1,38,1
C15286,1,45,1
C15287,1,40,1
C15288,1,36,1
C15289,2,59,1
C15290,1,38,1
C15291,2,24,0
C15292,2,52,1
C15293,1,34,1
C15294,1,68,0
C15295,1,38,1
C15296,2,39,0
C15297,2,23,0
C15298,2,59,1
C15299,2,79,0
C15300,1,46,1
C15301,1,33,0
C15302,1,70,1
C15303,2,45,0
C15304,2,57,1
C15305,2,79,0
C15306,2,24,0
C15307,1,63,0
C15308,2,52,1
C15309,1,27,0
C15310,2,53,0
C15311,1,48,1
C15312,2,31,0
C15313,1,43,0
C15314,1,32,0
C15315,2,49,1
C15316,2,66,1
C15317,2,66,1
C15318,2,28,0
C15319,2,43,0
C15320,2,84,0
C15321,1,43,1
C15322,1,68,1
C15323,2,26,0
C15324,1,29,0
C15325,2,42,1
C15326,2,38,1
C15327,1,53,1
C15328,1,53,1
C15329,1,26,0
C15330,1,53,1
C15331,2,32,1
C15332,2,35,0
C15333,1,39,1
C15334,1,36,1
C15335,1,43,1
C15336,2,69,1
C15337,1,54,1
C15338,1,47,1
C15339,2,46,1
C15340,1,43,1
C15341,2,74,0
C15342,1,34,1
C15343,1,54,0
C15344,2,50,1
C15345,2,77,1
C15346,1,43,1
C15347,1,36,1
C15348,2,61,1
C15349,1,55,1
C15350,2,64,1
C15351,2,23,0
C15352,1,42,1
C15353,2,54,1
C15354,1,56,1
C15355,1,46,1
C15356,2,46,0
C15357,2,53,1
C15358,1,27,0
C15359,2,53,0
C15360,2,32,1
C15361,1,59,1
C15362,1,48,1
C15363,1,58,1
C15364,1,25,0
C15365,1,54,1
C15366,2,39,1
C15367,1,66,0
C15368,2,42,0
C15369,1,50,0
C15370,2,22,0
C15371,1,42,1
C15372,1,43,0
C15373,2,52,0
C15374,2,46,1
C15375,1,53,1
C15376,2,29,1
C15377,1,51,1
C15378,1,56,1
C15379,2,42,1
C15380,1,51,1
C15381,2,44,1
C15382,2,48,0
C15383,2,63,1
C15384,2,58,1
C15385,2,59,1
C15386,1,60,1
C15387,2,64,1
C15388,1,20,0
C15389,1,41,1
C15390,1,38,1
C15391,1,66,1
C15392,1,44,1
C15393,2,39,1
C15394,1,70,1
C15395,2,38,0
C15396,1,48,1
C15397,1,35,1
C15398,2,53,0
C15399,2,22,0
C15400,1,56,0
C15401,2,89,0
C15402,1,42,1
C15403,1,41,1
C15404,1,37,1
C15405,1,56,1
C15406,1,57,1
C15407,1,30,1
C15408,2,76,1
C15409,2,33,0
C15410,1,57,1
C15411,2,63,1
C15412,2,50,1
C15413,2,56,1
C15414,1,56,1
C15415,1,44,1
C15416,2,39,1
C15417,2,77,1
C15418,2,51,1
C15419,2,47,1
C15420,1,37,1
C15421,1,43,1
C15422,1,52,1
C15423,2,55,1
C15424,2,57,1
C15425,1,54,1
C15426,2,48,1
C15427,1,57,1
C15428,1,58,1
C15429,1,37,1
C15430,2,50,1
C15431,1,49,1
C15432,2,55,1
C15433,1,48,1
C15434,2,55,0
C15435,1,51,1
C15436,2,45,0
C15437,1,54,1
C15438,2,30,0
C15439,2,30,0
C15440,2,31,1
C15441,1,42,0
C15442,2,43,1
C15443,2,39,1
C15444,1,39,1
C15445,2,76,1
C15446,1,57,1
C15447,1,54,1
C15448,2,82,0
C15449,2,44,1
C15450,2,88,0
C15451,1,61,1
C15452,1,48,1
C15453,1,49,1
C15454,2,66,1
C15455,1,29,0
C15456,2,62,0
C15457,1,62,1
C15458,1,57,1
C15459,2,68,1
C15460,1,63,1
C15461,1,56,1
C15462,1,49,1
C15463,1,29,0
C15464,2,26,0
C15465,1,62,0
C15466,1,44,1
C15467,2,33,0
C15468,2,45,1
C15469,2,46,0
C15470,1,51,1
C15471,2,50,0
C15472,2,28,1
C15473,1,50,1
C15474,1,45,1
C15475,2,56,0
C15476,1,48,1
C15477,1,43,1
C15478,1,76,1
C15479,1,32,1
C15480,2,20,0
C15481,1,49,1
C15482,1,80,1
C15483,1,36,1
C15484,2,39,1
C15485,1,32,1
C15486,2,64,1
C15487,2,72,0
C15488,1,51,1
C15489,2,55,1
C15490,2,30,0
C15491,2,42,0
C15492,1,59,0
C15493,1,55,1
C15494,2,30,0
C15495,2,21,0
C15496,1,41,1
C15497,2,59,1
C15498,2,52,0
C15499,2,73,0
C15500,1,21,0
C15501,1,34,1
C15502,2,57,1
C15503,1,40,0
C15504,1,59,0
C15505,2,45,1
C15506,1,67,0
C15507,1,39,1
C15508,1,63,0
C15509,1,45,1
C15510,2,53,1
C15511,1,20,0
C15512,1,53,0
C15513,1,51,1
C15514,2,75,0
C15515,2,26,0
C15516,2,65,0
C15517,1,62,1
C15518,2,81,1
C15519,2,74,1
C15520,2,65,0
C15521,2,59,0
C15522,2,38,1
C15523,2,32,0
C15524,2,46,1
C15525,1,72,0
C15526,1,47,1
C15527,1,74,0
C15528,1,35,1
C15529,1,44,1
C15530,2,47,0
C15531,1,50,1
C15532,1,70,0
C15533,1,55,1
C15534,1,32,0
C15535,2,57,1
C15536,2,61,0
C15537,1,42,1
C15538,1,25,0
C15539,2,36,1
C15540,2,59,1
C15541,2,44,1
C15542,1,28,0
C15543,1,45,1
C15544,1,40,1
C15545,2,74,0
C15546,2,45,1
C15547,1,53,1
C15548,2,51,1
C15549,2,63,0
C15550,1,52,1
C15551,1,59,1
C15552,1,70,1
C15553,1,25,0
C15554,1,21,0
C15555,2,29,0
C15556,1,35,1
C15557,1,59,1
C15558,2,68,0
C15559,1,61,0
C15560,1,47,1
C15561,1,43,0
C15562,1,27,0
C15563,1,28,0
C15564,1,37,1
C15565,2,33,1
C15566,1,27,0
C15567,1,46,1
C15568,2,33,0
C15569,2,64,0
C15570,2,62,1
C15571,2,45,1
C15572,2,37,1
C15573,2,56,0
C15574,2,56,1
C15575,2,48,1
C15576,2,50,1
C15577,2,51,1
C15578,2,63,1
C15579,1,42,1
C15580,1,42,1
C15581,1,86,0
C15582,2,45,1
C15583,2,35,1
C15584,1,74,0
C15585,2,66,0
C15586,2,36,1
C15587,1,39,1
C15588,1,51,1
C15589,2,71,0
C15590,1,46,1
C15591,2,64,1
